自治体名,公開年月,発行号タイトル,記事タイトル,カテゴリ,記事本文
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,市職員を募集,しごと,"民間企業を中心に就職活動をしている人や社会人も受験しやすいように、教養試験や専門試験を実施しない試験区分を設けています。

一次試験：6月16日(日)、東中学校などで。消防職は15日(土)も実施
応募方法：5月31日(金)までに、市ホームページから電子申請で。
採用予定日：令和7年4月1日または6年10月1日
給与：初任給は6年4月1日現在、大学卒20万2千400円など。職歴などがある人は、条件により別途加算。その他諸手当を条件により支給
受験案内：市ホームページから入手可。または本庁総合案内・人事課、児島・玉島・水島の各支所総務課、庄・茶屋町の各支所市民係、船穂支所市民税務係、真備支所市民課、倉敷駅前連絡所、市保健所保健課、市民病院で配布
※受験資格・試験内容・二次試験日程など詳しくは、市ホームページまたは受験案内で。

■9月以降の採用試験の予定
短大卒・高校卒の事務職、土木・建築・電気・機械技術職、消防職、保育教育職、栄養士、事務職(障がい者)などの試験を実施する予定です。その他の募集職種など詳しくは「広報くらしき8月号」などでお知らせします。

■6月16日(日)実施の市職員採用試験
<img class=""alignnone size-full wp-image-8586238"" src=""https://mykoho.jp/wp-content/uploads/2024/04/P10_kurashiki.png"" alt="""" width=""661"" height=""721"" />
※事務職C・E、土木技術職Cは6年10月1日採用

問合せ：市職員採用試験委員会事務局(本庁人事課内)
【電話】426-3141"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,4月1日から産後ケア事業を拡充,子育て,"産後ケアは、母親と乳児が市の委託する施設へ宿泊・日帰りで入所して、休養をとったり、育児の指導を受けることができるサービスです。利用料の一部を市が負担しています。
4月1日から、市負担額の増額や、自宅で心身のケアや育児指導の支援を受けることができる「訪問産後ケア」の開始など、産後ケア事業を拡充しました。利用できる施設など詳しくは、市ホームページで確認を。

■拡充内容
◇利用料の市負担額を増額
利用者の自己負担が軽減されるよう、市負担額を宿泊1泊当たり5千円、日帰り1日当たり2千500円増額
※利用料金は利用施設により異なります

◇訪問産後ケアを開始
これまでの宿泊産後ケア・日帰り産後ケアに加えて、訪問産後ケアを開始しました。利用上限回数は、期間中(1歳の誕生日前日まで)に3回までです。

◇市電子申請サービスから申請が可能に

問合せ：市保健所健康づくり課
【電話】434-9820"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,マイナンバーカードの手続きのため(日)に本庁市民課窓口を開きます,くらし,"日時：5月12日・6月9日・7月7日・8月11日・9月8日・10月13日・11月10日・12月8日・1月12日・2月9日(日)9時?12時
場所：本庁市民課
業務内容：マイナンバーカードの申請や受け取りなど。交付通知書(はがき)に記載されている交付場所が支所になっている人は事前に連絡が必要
必要なもの：運転免許証などの本人確認書類、交付通知書(はがき)など

問合せ：本庁市民課
【電話】426-3265"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,5月は孤独・孤立対策強化月間,くらし,"4月1日に孤独・孤立対策推進法が施行されました。これは、孤独・孤立の状態が解消され、日常生活・社会生活を円滑に営めるようになることを目標とした法律です。
不安や悩みを相談できず孤独を感じたり、地域や社会の中で孤立したりすることは、人生のあらゆる段階で誰にでも起こりうることです。地域で支援を必要としている人には声を掛けるなどして、一人で悩まず誰かに相談するよう伝えましょう。
市ではさまざまな悩みに応じた相談窓口をまとめた「生きる支援ポータルサイト」を開設しています。

問合せ：
本庁福祉援護課【電話】426-3321
生きる支援ポータルサイト…本庁企画経営室【電話】426-3055"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,民間保育園・認定こども園ガイダンスを開催,しごと,"市内に認可保育園・認定こども園などを設置する社会福祉法人などが合同で、就職説明会を開催します。無料。申し込み不要

日時：5月25日(土)・6月29日(土)13時半?15時半
場所：環境交流スクエア(水島愛あいサロン)
対象：保育士資格があり、保育士登録済みの人(取得見込み可)。保育園・認定こども園への就職を希望する人・学生・既卒者・家族も参加可

問合せ：
倉敷市民間保育所協議会事務局(市社会福祉協議会内)【電話】434-3381
本庁保育・幼稚園課【電話】426-3367"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,低所得者等支援給付金の申請期限は5月31日(金),くらし,"物価高騰による負担増を踏まえ、令和5年度住民税の均等割のみが課税されている世帯に対して1世帯当たり10万円、5年度住民税が非課税・均等割のみが課税されている世帯で18歳以下の児童を扶養している世帯に児童1人当たり5万円を支給しています。修正申告により5年度住民税が均等割のみ課税世帯となった、DVなどで避難をしているなど、申請により給付金が受給できる場合があるので問い合わせを。

支給要件確認書が届いた人：確認書の提出が必要。5年12月2日以降に生まれた新生児のいる世帯は申請が必要
申請方法：5月31日(金)(消印有効)までに、本庁臨時特別給付金室(〒710-8565西中新田640)へ郵送か、持参で。

問合せ：市非課税世帯支援金コールセンター
フリーダイヤル【電話】0120-500-481
((土)(日)(祝)(休)除く9時?17時)"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,補助制度を活用して浸水に備えましょう,くらし,"事前に申請が必要です。予算に限りがあるので、早めに問い合わせを。
申請書類の配布場所：本庁浸水対策室、市ホームページ

■雨水タンクの設置
各家庭で雨水タンクなどに雨水をためることにより、短時間で水路や河川に流れ込む雨水の量を減らすことができれば、道路冠水などの浸水被害の軽減につながります。また、ためた雨水を庭の散水などに利用すれば、上下水道料金の節約にもなります。市では下水道への切り替えに伴い不要になった浄化槽を雨水貯留槽に改造したり、市販の雨水タンクを購入し設置したりする場合に補助します。

◇雨水簡易貯留槽(雨どいから直接集水する簡易な施設)
工事内容：市販の雨水タンク(100?500リットル)を購入し設置
補助率：標準製品単価の3分の2。上限20万円

◇10人槽以下の浄化槽
工事内容：下水道への切り替えに伴い不要になった浄化槽を雨水貯留槽に改造
補助率：標準工事費の3分の2。上限20万円

■止水板の設置
玄関など、建物の出入り口に止水板を設置することで、道路上にあふれた雨水が建物内部へ侵入するのを防げます。人力で容易に取り外しでき、土のうなどと比べて短時間で設置できます。市では止水板を購入したり、工事で設置したりする場合に補助します。
対象：簡易な止水板の購入、住宅などに止水板を設置する工事費用
補助率：止水板の購入や設置工事などに要する費用の2分の1。上限20万円

問合せ：本庁浸水対策室
【電話】426-3593"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,もしもの地震、あなたの家は大丈夫ですか 木造住宅の耐震診断・改修等補助制度,くらし,"能登半島地震では、比較的古い木造住宅で大きな被害がありました。こうした災害時への対策のため、市では市内の木造住宅の耐震診断・改修などをする場合に、一定の範囲で補助金を交付しています。昭和56年5月31日以前に着工した木造住宅の所有者は、ぜひ相談してください。申請者が一時的に工事施工者へ支払う費用を抑えることができる制度(代理受領)もあります。予算に限りがあるので、事前に連絡を。

■木造住宅の耐震診断(現況診断・補強計画)の補助制度
対象：昭和56年5月31日以前に着工した木造住宅
補助金額：現況診断…7万1千200円に対し6万円、補強計画…7万1千200円に対し6万円

■木造住宅の耐震改修工事費の補助制度
対象：昭和56年5月31日以前に着工した木造住宅のうち、耐震診断の現況診断・補強計画を実施したもので、補強計画の内容に基づき耐震改修工事を行うもの
補助金額：耐震改修工事費の5分の4。上限100万円

■耐震シェルター・防災ベッド設置工事の補助制度
対象：昭和56年5月31日以前に着工し、耐震診断の結果が耐震基準を満たさない木造住宅に設置するもので、65歳以上の高齢者や障がい者が属する世帯か低所得者世帯
補助金額：設置工事費の2分の1。耐震シェルター…上限20万円、防災ベッド…上限10万円

■木造住宅の部分耐震改修工事の補助制度
対象：昭和56年5月31日以前に着工した木造住宅のうち、耐震診断の現況診断・補強計画を実施したもので、65歳以上の高齢者や障がい者が属する世帯か低所得者世帯
補助金額：部分耐震改修工事費の2分の1。上限40万円

問合せ：本庁建築指導課
【電話】426-3501"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,危険なブロック塀などの撤去補助制度,くらし,"地震発生時に、ブロック塀などが倒壊し通行人に被害が及ぶのを未然に防止するため、通学路や避難所などへの経路に面するブロック塀などを撤去する場合に、一定の範囲で補助金を交付しています。申請者が一時的に工事施工者へ支払う費用を抑えることができる制度(代理受領)もあります。予算に限りがあるので、事前に連絡を。

補助対象：道路面からの高さが80センチメートルを超える、組積造または補強コンクリートブロック造の塀で、耐震性が低いと判定されたもの
補助金額：見積額と基準額(1メートル当たり9,000円)のいずれか少ない額の3分の2。上限15万円

問合せ：本庁建築指導課
【電話】426-3501"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,居住誘導区域空家等改修事業費補助金,くらし,"市立地適正化計画で設定する居住誘導区域内の空き家の改修工事にかかる費用を助成します。要件など詳しくは、問い合わせを。

対象：次の全てを満たす空き家。
(1)居住誘導区域内にある
(2)1年以上住んでいない
(3)現行の耐震基準に適合している、または本事業の工事完了までに耐震基準に適合させるための工事を完了させることができる
(4)賃貸するための改修工事ではない
(5)改修工事完了後に所有者または所有者の3親等以内の親族が居住する
補助金額：改修工事にかかる費用の2分の1。上限50万円

問合せ：本庁建築指導課
【電話】426-3501"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,空家等除却事業費補助金,くらし,"市内にある、そのまま放置すれば倒壊など著しく保安上危険となる恐れのある状態の空き家など(特定空家等)の除却工事にかかる費用を助成します。要件など詳しくは、問い合わせを。

対象となる空き家：空家等対策の推進に関する特別措置法に規定する特定空家等と市が認定したもの
対象となる工事：次の全てを満たすもの。
(1)建設業(土木工事業・建設工事業・解体工事業)の許可を受けた業者または解体工事業の登録を受けた業者が実施
(2)原則として敷地内の特定空家等を含む全ての建築物などの撤去を行う工事
補助金額：除却工事にかかる費用の2分の1。上限50万円

問合せ：本庁建築指導課
【電話】426-3501"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,姉妹都市との交流,くらし,"■米国・カンザスシティー市訪問青少年生活体験団員を募集
期間：7月23日(火)?8月8日(木)
内容：ホームステイ、市内見学
対象：高校生(20歳未満)
定員：7人
費用：約31万円(6万円助成。岡山桃太郎空港集合)。燃油サーチャージ(4月1日時点6万6千円)、参加者負担金(US$650)などが別途必要
面接：5月19日(日)。申込者に時間と場所を通知
申込方法：5月7日(火)17時までに、学校を通じて必要書類を問い合わせ先へ提出

■ニュージーランド・クライストチャーチ市　訪問青少年生活体験団員を募集
期間：7月23日(火)?8月8日(木)
内容：ホームステイ、現地中学校の授業に参加
対象：中学2・3年生
定員：10人
費用：約25万円(4万円助成。岡山桃太郎空港集合)。参加者負担金(NZ$250)などが別途必要
面接：5月26日(日)。申込者に時間と場所を通知
申込方法：5月7日(火)17時までに、学校を通じて必要書類を問い合わせ先へ提出

■ホストファミリーの募集
米国・カンザスシティー市からの学生親善使節(高校生)のホームステイ先を募集。食事や部屋の提供、送迎などをお願いします。謝礼・交通費などの支給なし
期間：数日前後する場合があります。
(1)7月16日(火)?23日(火)
(2)7月23日(火)?31日(水)。
対象・定員：市内か近隣の市町村在住の家庭(単身世帯を除く)。(1)(2)各4家庭
応募方法：6月3日(月)までに本紙13ページの二次元コードから電子申請で。

問合せ：本庁国際課
【電話】426-3015"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,動画「ため池での水難事故をなくせ」を配信中!,くらし,"市消防局では、ため池で発生している痛ましい水難事故を踏まえ、万が一転落した場合の対処方法などの動画を制作しました。市消防局YouTube公式チャンネルで配信中です。

問合せ：倉敷消防署
【電話】422-0119"
岡山県倉敷市,2024.05.01,広報くらしき 2024年5月号,屋外広告物(看板)の表示・設置には手続きが必要です,くらし,"市では看板(広告塔、袖看板、のぼり旗、張り紙・張り札など)を出す場合のルール(屋外広告物条例)を設け、地域に応じて大きさや色彩を規制しています。また、土地や建物に看板を設置する場合、原則として許可申請が必要です。令和5年10月からは、一定の高さを超える屋外広告物について有資格者による点検が義務化されています。詳しくは、問い合わせを。

問合せ：本庁都市景観室
【電話】426-3494"
